what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445389774684
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445389777463
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445389780015
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445389807307
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445389815859
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445389822095
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.open.editor",1445389822118
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445390094269
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445390099583
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390102987
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390132686
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1445390137148
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390139429
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390151532
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445390153206
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445390165940
executed,command,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.edit.text.java.open.editor",1445390165948
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1445390171959
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1445390172563
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1445390178674
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1445390184762
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390190452
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390229713
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445390231740
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445390233300
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445390237627
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1445390244561
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390260684
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390269113
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1445390269716
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390275281
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390299545
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390307691
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390341022
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1445390349839
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390357378
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390372931
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390379543
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390389048
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1445390436334
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Terminate",1445390436411
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390443398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390492461
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445390494398
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1445390503707
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390509505
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390527374
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390530932
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390541693
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390547256
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390567238
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390584137
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390588636
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1445390595476
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390599745
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390738234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390743816
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390753479
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390761574
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445390773108
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1445390777557
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445391004051
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1445391371796
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Terminate",1445391371836
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445391374053
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445391376712
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445391378539
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445397323167
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445397325219
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1445397331921
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445397342589
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445397360130
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1445397362862
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1445397367307
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Resume",1445397367356
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445397375767
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445398355400
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1445398357081
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445398363510
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445398408464
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445398418067
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445398442644
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445398754723
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400230992
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.400.v201006030400,"org.eclipse.jst.j2ee.J2EEPerspective",1445400333811
started,bundle,org.eclipse.datatools.connectivity,1.2.0.v201005270426,"org.eclipse.datatools.connectivity",1445400338570
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.0.v201005182319,"org.eclipse.datatools.connectivity.ui",1445400338589
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.ui.dse",1445400338595
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v200906111150,"org.eclipse.datatools.enablement.ingres.ui",1445400338648
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.0.v201005270630,"org.eclipse.datatools.connectivity.sqm.core",1445400339066
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.0.v201002281800,"org.eclipse.datatools.connectivity.sqm.core.ui",1445400339083
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1445400339203
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201004270430,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1445400339251
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445400339332
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445400342434
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1445400367866
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1445400371064
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445400376663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445400377980
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400389946
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400459042
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400462997
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400473100
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400477350
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400599495
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1445400601215
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400606631
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1445400840274
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445400841958
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445400855448
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1445400884917
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445400888031
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1445400889855
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445400897591
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445400904535
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.textStart",1445400908499
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445400915310
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.textEnd",1445400916795
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445400927035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1445400938140
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445401006654
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1445401010250
